zao,zhong,wan,times,label
6.0,13.0,10.83,10,0
4.1,8.0,10.25,9,0
4.62,9.88,9.75,12,0
5.62,10.0,11.96,11,0
5.43,10.17,10.6,15,0
8.0,12.0,11.0,8,0
2.4,7.5,11.25,9,0
4.53,10.5,7.0,10,0
5.0,9.83,12.5,10,0
4.52,4.5,11.12,12,0
4.4,13.35,11.5,8,0
5.38,12.65,3.0,7,0
7.5,8.83,11.0,10,0
5.0,14.25,17.8,8,0
5.83,9.2,11.0,9,0
2.0,17.78,0.0,7,0
3.95,8.25,12.67,11,0
4.4,13.5,17.8,13,0
5.5,10.7,16.17,10,0
2.15,12.38,4.75,10,0
4.0,10.92,13.3,12,0
6.75,14.67,18.39,15,0
3.5,14.7,15.33,11,0
2.8,6.0,11.64,11,0
4.03,6.54,10.2,16,0
10.68,11.6,10.5,15,0
5.4,13.4,7.6,13,0
2.8,9.17,18.42,16,0
10.1,8.42,19.4,13,0
6.6,10.15,16.04,15,0
2.5,11.17,10.8,15,0
5.23,11.88,11.33,13,0
3.62,10.0,8.0,14,0
4.76,17.5,9.42,18,0
5.22,10.58,12.25,17,0
5.8,13.2,11.6,15,0
3.5,15.6,14.41,15,0
5.1,14.32,13.98,15,0
4.75,13.27,10.95,14,0
5.75,13.82,18.68,12,0
5.5,14.88,14.58,14,0
5.9,17.89,15.85,13,0
5.5,12.95,10.56,13,0
5.0,12.19,11.25,13,0
4.5,9.67,8.08,12,0
5.33,15.3,11.11,17,0
6.4,15.41,14.25,18,0
6.58,22.15,9.88,16,0
7.0,11.12,11.81,17,0
5.1,12.21,15.56,20,0
5.24,12.0,12.1,14,0
4.75,15.11,14.28,19,0
5.85,13.04,10.75,15,0
7.27,10.17,11.96,15,0
4.7,12.12,16.66,10,0
4.48,15.15,15.4,16,0
5.83,15.73,13.44,17,0
7.75,17.53,16.88,12,0
7.5,15.93,11.6,13,0
4.28,11.57,10.88,14,0
5.13,14.13,12.61,15,0
4.97,16.02,11.8,14,0
6.03,11.26,11.47,14,0
4.0,14.58,12.6,12,0
4.79,9.0,8.88,13,0
5.6,6.08,13.25,13,0
6.18,17.4,11.69,19,0
5.2,12.05,12.71,18,0
5.83,12.75,15.64,15,0
3.88,13.68,13.26,14,0
4.57,15.76,11.3,13,0
4.97,14.43,13.92,12,0
5.1,11.17,11.06,13,0
6.1,12.0,12.76,12,0
3.75,11.8,12.57,11,0
5.87,13.02,13.3,16,0
6.3,20.8,12.18,16,0
6.5,13.32,9.43,12,0
5.5,11.1,12.43,18,0
6.63,11.25,11.82,12,0
6.8,15.46,11.5,17,0
6.87,10.7,11.9,16,0
14.93,15.1,17.46,11,0
4.5,15.09,10.67,15,0
5.75,14.67,12.45,16,0
6.33,14.58,16.68,14,0
6.0,16.46,9.3,14,0
7.5,20.79,10.88,12,0
6.83,14.28,5.53,13,0
4.58,4.5,0.0,9,1
3.0,13.55,1.5,9,0
4.25,6.5,7.5,13,0
5.47,6.56,7.0,10,0
0.0,8.33,8.8,9,0
4.08,8.33,8.37,14,0
7.87,8.0,7.46,12,0
5.4,8.26,10.28,14,0
3.0,10.1,8.0,13,0
3.62,13.42,8.67,12,0
3.86,10.4,0.0,12,0
4.12,9.32,9.0,14,0
4.42,9.25,8.0,13,0
5.12,11.38,9.0,12,0
5.17,9.0,10.0,14,0
3.96,11.0,10.0,14,0
4.08,11.52,9.0,14,0
4.39,9.16,11.43,16,0
5.07,10.82,9.4,18,0
5.0,9.6,10.72,17,0
3.0,8.67,7.1,7,0
4.68,13.7,10.2,14,0
5.07,9.47,13.7,15,0
4.63,8.16,3.0,14,0
3.97,9.23,0.0,13,0
3.43,10.48,12.3,13,0
4.12,8.25,7.0,11,0
3.75,7.2,9.83,12,0
4.0,10.1,6.9,17,0
7.12,9.38,8.0,14,0
5.21,8.9,5.12,16,0
7.57,9.13,8.42,19,0
7.21,10.52,7.9,17,0
5.5,11.83,5.3,20,0
4.93,14.03,5.67,17,0
7.07,11.12,4.88,16,0
6.57,12.68,5.5,18,0
6.47,11.61,6.6,19,0
5.86,12.27,6.38,18,0
5.86,10.46,7.2,16,0
6.71,10.65,5.83,14,0
5.43,13.9,7.6,15,0
5.5,11.17,8.0,11,0
4.71,11.45,7.26,18,0
5.07,8.92,4.67,16,0
4.71,11.9,7.67,16,0
6.71,10.57,10.0,15,0
7.36,9.65,9.53,13,0
5.4,17.32,10.98,15,0
3.75,18.14,11.8,16,0
10.75,8.74,15.18,13,0
6.0,9.32,16.2,10,0
5.3,9.57,9.8,14,0
5.22,15.35,5.6,15,0
7.4,18.9,10.0,10,0
6.92,5.75,13.0,9,0
6.93,0.0,15.0,8,0
7.08,0.0,9.0,7,0
7.07,0.0,20.5,8,0
7.36,2.0,10.0,9,0
7.86,0.0,15.15,9,0
8.29,0.0,12.5,8,0
6.75,3.0,15.0,10,0
7.07,0.0,20.0,8,0
6.5,10.83,18.5,8,0
3.5,18.43,19.04,15,0
7.5,16.36,18.1,19,0
8.0,17.07,20.63,21,0
6.64,14.21,17.43,21,0
9.57,14.58,16.61,19,0
4.25,16.32,17.5,13,0
8.0,12.92,33.0,8,0
7.0,12.08,19.12,12,0
7.03,21.08,0.0,9,0
9.25,15.83,13.6,10,0
5.92,21.76,5.3,11,0
6.0,12.5,17.0,9,0
0.0,16.83,8.25,8,0
5.9,18.8,18.99,14,0
7.5,16.57,17.0,11,0
0.0,14.83,11.88,10,0
13.5,16.4,18.5,9,0
9.6,14.08,0.0,11,0
9.0,21.75,0.0,10,0
7.0,20.46,3.0,8,0
8.25,17.64,0.0,9,0
7.0,17.36,4.5,9,0
7.0,16.29,0.0,10,0
6.07,21.36,0.0,10,0
6.93,19.6,0.0,12,0
8.08,17.92,0.0,12,0
7.67,21.42,0.0,12,0
8.83,18.67,7.5,14,0
9.11,18.29,0.0,14,0
8.75,12.5,16.25,9,0
0.0,13.12,16.57,7,0
0.0,17.5,13.19,8,0
0.0,22.75,17.29,9,0
12.6,0.0,19.09,9,0
14.7,17.0,18.8,8,0
9.05,17.75,18.0,10,0
7.35,19.95,20.69,13,0
11.8,20.55,30.47,15,0
8.5,18.66,27.82,14,0
10.7,26.17,29.38,9,0
9.0,21.58,22.04,12,0
14.9,19.37,19.74,12,0
10.35,20.57,23.52,11,0
12.2,18.6,24.34,11,0
7.25,15.36,10.33,10,0
8.4,10.0,6.25,12,0
7.16,9.12,6.0,13,0
7.0,11.0,10.4,16,0
7.4,6.0,8.75,11,0
4.52,10.0,3.25,9,0
3.0,9.38,5.46,11,0
5.0,9.17,7.82,15,0
3.3,8.94,9.46,17,0
5.8,9.0,5.75,15,0
5.7,10.0,6.72,16,0
6.76,9.5,4.75,19,0
4.0,7.4,5.17,14,1
4.58,8.86,8.82,17,0
5.07,8.5,5.9,17,0
4.83,10.5,6.5,14,0
5.7,8.25,6.45,14,0
4.43,8.58,5.75,17,0
3.75,15.17,5.5,13,0
3.4,8.62,3.5,12,1
2.0,8.42,6.88,13,1
3.75,14.75,2.5,11,0
3.8,9.3,0.0,11,0
5.45,7.38,0.0,8,0
4.53,8.38,7.5,9,0
5.12,9.5,6.0,13,0
4.85,11.93,0.0,13,0
4.08,6.5,6.0,13,0
3.6,7.9,0.0,10,1
7.67,10.88,4.0,9,0
6.12,10.0,3.1,11,0
7.0,10.38,4.5,11,0
7.0,7.33,0.0,11,0
7.2,8.83,0.0,8,0
7.12,10.8,13.0,10,0
7.54,9.33,8.75,10,0
4.5,8.0,10.67,8,0
5.5,9.02,0.0,8,0
2.5,5.71,8.0,14,1
4.0,6.4,4.62,14,1
7.07,10.85,6.88,15,0
5.72,8.88,3.0,12,0
6.5,12.57,6.6,13,0
5.75,11.6,6.17,12,0
3.3,11.41,3.83,14,0
3.83,14.33,7.25,11,0
5.92,13.53,12.73,13,0
6.92,15.27,10.83,15,0
4.25,15.55,3.17,11,0
3.36,9.3,9.47,15,0
0.0,10.8,6.17,10,0
4.87,20.23,5.33,16,0
5.0,12.62,7.78,14,0
5.12,14.22,8.0,11,0
3.9,13.57,8.98,15,0
3.62,13.57,12.06,15,0
5.27,15.72,12.1,14,0
4.0,16.5,10.38,9,0
6.38,12.72,13.66,14,0
6.88,19.83,10.88,14,0
6.4,7.5,4.4,15,0
5.25,9.55,9.97,15,0
4.0,11.75,13.42,12,0
6.0,16.4,15.0,10,0
9.0,7.0,12.7,10,0
5.83,13.36,8.7,17,0
4.43,14.21,5.51,20,0
3.67,11.33,8.67,17,0
3.5,16.35,5.38,16,0
4.36,13.3,7.62,17,0
3.71,14.07,9.17,16,0
4.07,15.03,10.4,18,0
3.0,16.32,9.95,15,0
4.59,13.17,8.03,14,0
3.5,14.72,8.65,12,0
3.0,18.33,7.45,9,0
4.0,12.42,10.03,15,0
3.07,17.12,6.34,17,0
4.21,11.0,7.38,12,0
4.4,14.65,10.0,19,0
4.03,14.63,10.64,19,0
4.33,16.08,10.88,15,0
8.5,16.94,12.92,13,0
6.0,15.33,9.96,13,0
5.0,15.47,12.74,13,0
2.5,12.36,12.93,15,0
6.0,14.97,15.97,13,0
0.0,19.3,6.75,12,0
5.0,14.93,12.44,13,0
7.3,17.27,11.65,13,0
6.23,12.73,10.56,12,0
5.4,25.14,12.4,10,0
4.33,11.83,2.0,11,0
3.0,10.62,7.53,12,0
2.5,10.08,8.25,11,0
5.38,13.8,7.0,10,0
8.5,9.38,5.55,10,0
4.62,10.43,8.67,14,0
6.0,13.8,5.83,13,0
4.67,10.7,9.75,12,0
4.6,10.71,7.62,14,0
4.0,9.21,10.5,11,0
7.0,8.7,9.0,10,0
4.5,9.57,0.0,8,0
6.23,9.62,10.75,9,0
7.58,11.5,8.88,12,0
1.5,13.4,9.25,9,0
7.03,9.62,7.2,12,0
4.83,9.12,5.33,11,0
4.0,9.92,8.5,13,0
10.0,11.94,8.0,11,0
5.12,9.9,11.48,14,0
14.0,8.26,7.1,11,0
5.67,12.03,12.1,12,0
3.25,9.6,10.4,16,0
12.0,11.16,6.67,9,0
0.0,13.14,8.36,14,0
1.5,13.79,8.3,14,0
1.67,11.74,8.0,12,0
6.7,16.48,9.75,14,0
3.33,13.82,6.32,14,0
4.4,11.45,8.68,11,0
0.8,16.38,4.75,13,0
1.9,13.53,7.12,12,0
0.8,5.93,4.25,16,1
1.2,7.02,6.21,15,1
1.84,6.67,8.73,14,0
2.6,5.9,8.0,13,1
2.5,10.23,5.58,17,0
2.2,7.21,5.71,21,1
2.59,9.68,4.36,18,1
3.17,10.11,10.51,20,0
2.04,7.75,11.94,18,0
3.45,9.09,12.09,19,0
1.35,7.33,10.53,10,0
1.9,6.17,8.38,12,1
2.47,10.53,9.28,19,0
1.63,8.64,11.06,13,0
1.44,8.6,9.07,12,0
1.92,13.8,13.92,14,0
9.37,8.79,10.42,12,0
3.5,12.46,9.22,12,0
3.33,15.67,7.78,14,0
7.67,12.33,9.95,15,0
9.96,7.9,14.52,12,0
8.0,5.15,11.73,12,0
5.87,14.86,11.96,13,0
5.47,11.83,8.66,12,0
4.93,11.7,9.92,15,0
7.5,11.77,12.67,15,0
9.62,11.9,15.3,13,0
13.0,10.75,12.23,11,0
4.0,12.9,10.27,11,0
5.5,12.93,13.94,10,0
3.5,13.5,12.48,11,0
3.5,7.75,2.62,7,0
7.3,8.33,7.8,10,0
6.83,7.0,6.23,7,0
1.75,16.65,6.0,8,0
4.83,6.75,7.93,8,0
8.0,14.0,4.25,7,0
9.0,9.47,8.0,9,0
8.4,19.0,3.75,8,0
8.22,4.2,7.3,12,0
6.8,5.0,8.6,10,0
6.58,8.0,14.5,10,0
2.85,9.29,14.64,10,0
2.0,17.3,4.6,8,0
4.0,16.35,0.0,8,0
1.8,8.32,9.64,9,0
0.0,18.75,4.23,9,0
3.0,13.14,8.16,9,0
0.0,10.75,7.9,7,0
2.43,9.18,7.19,9,0
2.64,7.3,8.57,15,0
3.0,5.88,8.41,13,0
2.84,7.59,12.74,15,0
3.74,10.67,7.13,14,0
3.33,9.04,10.62,12,0
2.72,5.88,5.85,10,1
2.73,7.32,8.75,13,0
3.09,7.95,8.77,15,0
2.73,8.41,6.96,19,1
2.73,8.2,8.86,18,0
4.06,8.86,6.04,20,0
4.13,8.99,7.8,17,0
1.77,9.8,7.38,17,0
2.52,10.8,8.35,16,0
3.4,9.5,8.95,17,0
3.5,12.0,11.85,15,0
2.43,8.38,7.2,18,1
3.24,10.47,9.38,20,0
2.63,7.42,9.33,19,0
5.54,10.44,8.67,14,0
3.04,18.5,0.0,8,0
5.07,9.66,3.5,14,0
2.97,8.33,8.12,13,0
2.5,11.36,8.0,12,0
3.45,12.84,11.57,15,0
5.12,14.13,11.0,12,0
9.0,11.27,11.78,8,0
0.0,5.0,7.23,8,1
3.0,9.22,8.86,17,0
3.12,15.35,8.6,13,0
6.5,9.72,6.75,11,0
7.6,10.87,5.33,17,0
4.1,8.58,9.97,12,0
9.22,8.45,8.42,15,0
4.25,10.97,10.45,11,0
5.9,8.5,8.85,12,0
6.5,9.81,4.5,12,0
3.8,8.65,6.17,12,1
2.73,6.0,11.22,8,0
3.55,15.47,3.5,9,0
3.0,10.32,6.0,12,0
3.0,6.33,9.82,12,0
3.4,4.75,7.83,10,0
4.17,8.22,16.0,11,0
6.12,7.75,11.0,12,0
6.55,7.62,8.3,11,0
3.54,8.17,6.0,9,1
2.4,6.2,8.62,14,1
3.5,11.62,8.0,9,0
4.0,7.1,3.5,10,1
1.5,7.3,8.5,8,0
3.67,8.88,9.0,9,0
4.67,7.0,9.5,10,0
4.67,12.33,9.5,10,0
4.88,10.67,9.62,11,0
4.67,10.57,9.25,12,0
4.2,7.5,17.5,9,0
5.1,19.0,5.0,7,0
6.95,10.0,11.0,12,0
6.1,13.0,12.5,8,0
3.76,7.0,8.57,9,0
13.85,9.7,10.12,11,0
8.07,26.85,15.47,10,0
5.3,21.2,12.79,10,0
8.85,10.0,14.12,10,0
6.83,18.4,10.4,12,0
6.02,13.18,7.5,14,0
3.38,21.0,11.72,11,0
4.25,13.35,15.12,10,0
6.6,14.33,11.3,16,0
5.12,9.12,13.62,14,0
0.0,13.28,11.65,11,0
1.5,14.2,14.67,12,0
3.33,11.44,12.75,14,0
2.25,15.65,7.9,11,0
0.0,6.25,9.22,8,1
1.5,10.38,12.75,11,0
4.6,14.95,14.5,16,0
3.67,11.8,23.53,14,0
5.38,16.64,12.84,18,0
2.75,12.88,16.86,13,0
3.75,9.76,17.63,12,0
5.4,13.32,12.12,12,0
3.5,12.44,12.78,13,0
2.0,10.9,10.3,12,0
3.5,14.15,13.3,11,0
0.0,12.12,9.99,11,0
18.9,15.45,12.54,12,0
2.0,11.26,11.12,12,0
0.0,13.53,9.25,13,0
6.42,15.35,12.65,16,0
8.62,19.07,11.7,14,0
3.0,10.36,13.38,14,0
3.0,14.85,9.94,8,0
3.88,14.8,10.75,15,0
3.5,13.13,10.38,13,0
1.67,7.58,7.15,13,1
2.38,12.81,12.97,17,0
6.19,11.26,0.0,12,0
3.0,8.83,12.9,15,0
2.0,11.1,6.0,12,0
7.93,19.96,16.8,12,0
3.0,14.48,9.33,14,0
5.11,17.28,13.77,16,0
11.4,13.77,12.5,12,0
6.09,14.88,13.27,14,0
8.35,15.0,16.53,16,0
4.25,13.93,11.3,17,0
8.12,12.17,8.97,16,0
4.0,12.22,9.1,15,0
6.1,10.64,13.18,16,0
7.7,7.78,8.67,15,0
6.75,13.49,9.08,12,0
8.5,25.86,14.4,14,0
5.8,9.17,11.43,16,0
7.0,13.69,13.78,14,0
4.5,13.58,14.83,14,0
0.0,13.57,15.14,14,0
5.33,15.89,14.09,17,0
4.83,12.41,11.93,16,0
5.83,16.02,9.2,16,0
4.1,12.75,5.9,17,0
0.0,11.46,7.63,13,0
11.83,25.12,17.6,12,0
28.16,28.5,28.73,12,0
10.6,56.9,30.32,11,0
10.83,18.0,29.2,10,0
11.0,12.83,22.84,8,0
1.9,11.5,0.0,9,1
5.5,10.75,4.0,10,0
2.7,9.1,9.29,14,0
1.05,9.65,10.25,10,0
1.87,11.97,9.8,12,0
2.01,6.67,0.0,13,1
1.27,8.43,0.0,12,1
1.73,8.97,7.15,12,0
3.03,11.07,9.5,8,0
5.02,8.75,3.5,9,0
2.8,13.0,3.0,9,0
2.83,9.22,11.17,11,0
2.32,9.33,15.67,14,0
3.27,11.58,9.03,13,0
3.5,13.17,6.85,13,0
9.75,13.7,8.9,11,0
3.53,20.21,12.76,16,0
2.8,13.75,9.17,16,0
2.52,12.21,9.47,16,0
7.87,12.86,13.2,13,0
4.9,10.97,6.5,10,0
6.5,7.1,9.33,10,0
3.0,14.0,2.75,7,0
0.0,15.1,7.75,7,0
4.88,10.2,5.6,14,0
5.17,5.5,3.25,9,1
3.5,10.0,5.0,11,0
3.67,6.17,7.8,9,0
3.5,6.06,5.0,7,0
6.7,8.56,18.75,11,0
7.67,5.0,7.0,9,0
0.0,28.07,12.2,9,0
13.76,15.88,8.0,12,0
17.49,16.0,12.0,11,0
11.33,23.2,12.62,12,0
18.0,11.0,20.12,10,0
0.0,10.5,17.1,8,0
41.0,11.8,7.93,13,0
0.0,6.1,5.1,8,1
7.0,17.66,7.4,12,0
4.7,12.95,11.1,9,0
5.8,10.1,10.23,9,0
5.62,10.17,13.0,10,0
5.5,9.18,8.5,8,0
3.35,15.33,9.38,9,0
2.5,21.67,9.5,7,0
3.5,11.33,6.75,8,0
4.28,11.5,9.8,10,0
8.32,9.9,12.6,10,0
11.17,13.67,17.17,9,0
8.05,14.0,15.3,8,0
4.75,11.0,8.4,8,0
0.0,19.23,15.43,8,0
5.0,20.82,8.42,11,0
6.0,11.25,18.0,8,0
11.0,20.0,16.7,9,0
10.68,19.3,8.6,10,0
18.66,21.13,13.28,12,0
4.0,24.96,14.67,14,0
16.35,25.28,19.42,15,0
14.6,20.23,18.52,14,0
8.5,19.27,16.48,11,0
11.38,16.52,11.79,16,0
17.3,18.77,14.67,11,0
12.8,20.52,18.9,15,0
9.7,26.13,13.86,14,0
4.83,17.56,20.53,11,0
0.0,11.6,16.76,8,0
24.27,14.9,13.6,8,0
17.87,14.53,18.63,13,0
19.25,16.99,12.5,7,0
3.5,19.4,14.38,10,0
5.83,18.9,14.0,10,0
8.0,18.7,15.94,12,0
3.5,17.32,15.83,12,0
7.2,21.4,11.63,9,0
0.0,15.47,17.68,8,0
0.0,24.65,12.67,8,0
0.0,39.25,23.92,8,0
10.5,13.0,3.8,7,0
4.83,4.38,5.0,10,1
5.0,5.71,6.88,10,0
3.83,7.4,4.9,13,1
4.9,7.08,4.67,14,0
4.93,6.5,4.7,16,1
5.0,5.13,7.17,12,0
5.14,8.25,3.75,14,0
5.0,5.2,3.0,13,1
4.75,3.8,5.38,15,1
4.88,6.88,5.75,10,0
4.17,6.0,6.33,12,0
5.0,8.2,7.8,12,0
4.64,6.0,5.5,13,1
4.2,11.25,9.12,11,0
4.5,6.62,10.78,13,0
3.92,10.0,7.1,12,0
2.8,7.0,7.83,12,0
3.38,9.33,9.42,13,0
7.33,9.0,5.83,14,0
3.1,5.12,4.5,10,1
4.44,8.42,4.75,13,0
4.0,8.5,7.0,11,1
5.25,8.17,5.17,13,0
4.88,7.88,7.29,15,0
5.1,6.9,6.75,14,0
5.4,8.67,5.62,12,0
4.2,6.97,8.8,13,0
4.62,5.72,10.5,13,0
4.25,7.7,0.0,11,0
3.33,7.17,8.0,10,0
3.67,6.25,6.17,11,1
5.67,10.88,4.7,8,0
6.17,4.88,6.33,10,0
3.0,7.43,5.5,11,1
7.17,8.36,6.33,11,0
2.88,7.02,15.53,12,0
3.0,9.56,0.0,9,0
3.5,5.7,10.4,12,0
3.62,7.96,0.0,9,1
4.1,10.62,5.0,11,0
4.5,8.25,10.55,11,0
4.5,8.7,8.66,13,0
6.0,9.17,9.8,11,0
4.5,9.33,6.5,14,0
5.62,10.82,7.6,11,0
4.21,6.88,3.9,16,0
4.21,8.4,3.5,16,0
3.67,7.88,3.75,14,1
4.57,6.7,4.0,13,0
4.3,7.5,3.33,12,0
3.5,7.0,4.83,16,1
3.88,7.25,5.38,14,1
2.57,7.7,4.2,17,1
2.5,8.5,10.5,13,0
4.42,7.38,4.62,14,0
4.57,6.38,4.75,15,1
4.42,6.0,7.25,13,0
3.75,9.2,4.83,14,0
4.42,9.1,5.92,15,0
4.0,11.77,5.12,13,0
4.92,8.14,4.83,19,0
5.03,8.08,5.03,19,0
4.73,7.75,5.45,19,0
3.77,9.0,5.88,17,0
4.28,7.5,6.38,13,0
4.26,7.0,6.21,20,0
2.64,9.5,4.12,13,1
4.24,9.0,4.62,16,0
3.81,8.0,5.3,14,1
4.2,12.0,4.84,13,0
3.36,11.67,4.1,15,0
3.45,10.75,4.07,17,0
3.29,12.4,3.95,18,0
3.2,10.6,3.88,14,0
3.57,12.4,5.1,17,0
3.79,11.67,4.25,15,0
3.21,9.6,4.84,17,0
8.5,13.38,8.1,11,0
8.62,16.12,7.45,14,0
10.0,11.6,7.98,13,0
4.0,13.48,9.75,14,0
2.0,14.96,6.64,15,0
3.57,14.04,5.6,19,0
4.25,13.0,5.75,16,0
14.0,11.52,18.77,10,0
5.83,14.29,14.0,8,0
8.38,11.6,8.1,14,0
3.9,14.4,8.87,15,0
9.2,12.95,9.09,14,0
9.2,9.93,9.77,12,0
32.0,8.67,4.75,8,0
4.0,8.15,8.2,9,0
10.0,9.2,6.6,8,0
3.5,8.33,4.5,9,1
4.0,8.6,0.0,8,1
4.1,14.5,5.0,10,0
4.0,8.58,0.0,7,0
3.0,8.17,0.0,7,0
3.83,11.33,10.0,11,0
6.38,13.0,0.0,7,0
4.7,14.0,13.5,8,0
6.75,13.75,4.0,7,0
11.4,11.5,0.0,8,0
7.17,12.88,16.77,10,0
0.0,13.25,10.43,7,0
3.0,12.17,7.35,9,0
2.67,13.33,8.83,12,0
14.3,10.83,14.85,8,0
4.5,9.79,11.75,12,0
0.0,11.0,9.6,7,0
7.5,12.58,6.67,11,0
6.0,7.88,10.75,10,0
9.57,10.25,8.9,10,0
6.0,10.6,6.0,10,0
6.0,11.25,5.62,11,0
11.0,10.5,10.22,9,0
13.33,7.88,8.5,9,0
8.17,13.0,8.5,8,0
6.83,15.5,9.0,10,0
10.5,8.25,12.0,8,0
6.0,15.33,12.19,14,0
5.75,12.2,13.37,9,0
5.25,16.71,5.1,9,0
12.5,13.67,12.5,11,0
9.63,17.5,11.5,7,0
3.82,11.23,7.5,13,0
11.75,10.25,15.5,8,0
6.0,28.57,19.0,9,0
8.67,11.33,7.38,10,0
6.0,12.52,6.0,10,0
9.7,12.88,8.67,12,0
10.0,12.51,11.5,10,0
12.0,19.12,11.7,10,0
12.3,22.23,15.12,10,0
10.62,12.88,10.7,9,0
4.5,19.9,0.0,7,0
13.38,13.7,0.0,9,0
8.0,17.0,3.5,8,0
4.5,5.0,7.12,9,0
3.0,8.0,4.7,9,1
4.5,7.5,8.75,9,0
4.75,6.5,5.98,11,0
3.75,5.11,5.55,14,1
3.58,6.13,6.91,19,1
5.35,7.5,13.37,10,0
3.0,5.17,12.83,11,0
4.14,7.1,8.1,16,0
4.6,5.25,6.38,17,0
4.14,5.98,4.5,15,1
5.67,5.37,6.24,15,0
5.07,9.74,6.75,16,0
4.12,8.88,11.33,11,0
4.0,8.5,7.2,14,1
5.0,10.0,8.52,15,0
7.38,8.38,11.28,13,0
5.5,7.62,8.55,13,0
4.67,7.7,7.93,18,0
5.1,7.5,7.58,17,0
4.26,7.38,8.6,13,0
5.0,6.5,7.42,18,0
5.75,5.36,8.92,19,0
5.5,6.0,8.42,17,0
7.5,8.17,7.92,13,0
6.79,8.12,8.0,13,0
5.0,7.88,7.17,9,0
6.6,15.33,14.12,8,0
14.0,12.12,14.6,9,0
7.33,10.0,11.25,11,0
5.1,4.58,13.62,13,0
1.9,5.36,0.0,8,1
2.67,6.0,3.0,8,1
6.5,3.82,4.88,9,0
7.0,9.0,7.67,9,0
7.9,14.65,8.9,8,0
4.88,5.5,9.95,13,0
8.46,9.56,7.13,15,0
9.58,7.21,6.42,14,0
8.33,11.46,9.0,8,0
9.07,0.0,0.0,7,0
6.32,6.5,11.35,13,0
5.0,6.78,2.75,7,0
5.58,11.38,10.4,11,0
3.5,12.66,6.34,16,0
5.85,9.79,9.43,15,0
6.07,8.09,11.25,14,0
6.39,8.67,8.79,13,0
5.73,10.56,3.78,16,0
5.99,9.12,3.8,14,0
0.0,13.87,8.36,8,0
4.45,11.35,5.53,14,0
4.0,6.84,5.0,16,1
5.08,9.21,7.33,15,0
4.71,12.1,3.0,13,0
5.17,11.71,0.0,13,0
5.33,12.25,0.0,10,0
4.92,12.89,4.75,13,0
5.5,11.33,0.0,14,0
5.0,14.08,13.5,13,0
5.83,14.7,18.8,11,0
6.88,11.8,8.03,13,0
5.74,21.98,8.73,14,0
6.5,13.26,0.0,9,0
5.25,10.03,12.9,9,0
1.75,11.9,0.0,9,1
2.0,13.2,9.57,10,0
8.73,28.84,25.87,11,0
6.08,9.3,7.01,10,0
2.5,11.18,10.33,14,0
4.5,8.95,10.22,14,0
4.0,10.84,7.1,11,0
5.5,16.33,5.7,9,0
7.0,16.15,6.75,7,0
4.5,11.0,10.18,10,0
4.92,7.92,8.25,12,0
2.77,9.68,2.0,12,1
2.71,7.0,5.0,13,1
5.64,10.33,0.0,10,0
3.1,9.83,15.0,13,0
4.86,8.38,6.0,13,0
5.08,10.18,0.0,10,0
5.1,11.4,9.46,14,0
2.9,10.28,5.67,12,0
6.58,11.28,4.5,13,0
2.21,11.37,7.83,13,0
3.07,9.84,3.92,19,0
2.58,12.75,3.0,11,0
3.79,9.88,0.0,14,0
3.12,11.39,0.0,11,0
2.75,10.09,0.0,8,1
8.88,11.06,0.0,7,0
6.06,9.78,0.0,9,0
3.27,12.69,0.0,11,0
3.36,8.45,0.0,13,1
3.4,9.36,15.0,11,0
3.14,9.34,0.0,11,0
3.79,9.43,8.0,11,0
7.4,9.35,0.0,11,0
3.79,9.12,0.0,11,0
7.6,7.25,0.0,9,0
4.0,11.37,0.0,10,0
4.83,9.37,0.0,10,0
11.5,11.8,0.0,9,0
5.14,11.44,5.89,19,0
5.16,11.6,7.24,19,0
4.81,13.71,5.54,19,0
3.71,9.36,4.08,20,0
4.67,9.29,6.83,13,0
0.0,9.88,7.5,7,0
21.5,9.5,5.25,8,0
0.0,11.0,6.7,9,0
4.5,10.5,9.75,9,0
8.17,14.88,14.0,14,0
7.35,19.08,15.6,15,0
0.0,9.0,9.5,8,0
0.0,10.2,12.33,8,0
0.0,9.29,13.0,8,0
0.0,8.4,11.65,9,0
10.0,8.6,12.27,9,0
0.0,8.67,12.17,9,0
9.0,11.42,13.0,8,0
0.0,9.42,10.25,8,0
13.0,10.2,10.0,8,0
9.0,13.4,17.28,12,0
0.0,15.67,13.0,13,0
0.0,13.21,8.8,12,0
8.0,11.0,10.67,12,0
0.0,12.36,16.3,12,0
0.0,15.33,12.23,13,0
0.0,21.71,10.67,10,0
0.0,16.29,15.47,10,0
0.0,12.5,11.6,11,0
0.0,11.97,10.13,12,0
0.0,14.23,12.63,10,0
6.75,16.06,11.33,13,0
0.0,20.15,12.0,9,0
0.0,11.7,12.92,9,0
0.0,9.27,11.3,11,0
0.0,8.67,12.17,9,0
0.0,10.17,12.0,10,0
0.0,14.77,9.17,10,0
7.17,12.53,9.12,11,0
2.0,7.07,12.0,10,0
3.0,7.0,0.0,11,1
4.2,11.0,13.0,9,0
6.5,12.4,13.0,12,0
4.5,14.12,12.2,10,0
7.5,11.75,15.48,11,0
0.0,11.42,10.8,10,0
6.5,9.8,18.4,10,0
4.0,13.33,12.27,8,0
5.5,13.75,12.84,12,0
5.42,12.0,9.33,17,0
5.5,13.88,8.84,12,0
4.4,18.27,13.5,11,0
